,OBC.GS_CMD.ERR_COUNTER,uint8_t,(uint8_t)(gs_command_dispatcher->error_counter),PACKET,42,0,8,NONE,,,,,,,,アノマリ対応発生回数,
,OBC.GS_CMD.LAST_ERR_TIME,uint32_t,(uint32_t)gs_command_dispatcher->prev_err.time.total_cycle,PACKET,43,0,32,NONE,,,,,,,,地上局異常コマンド実行時刻,
,OBC.GS_CMD.LAST_ERR_ID,uint16_t,(uint16_t)(gs_command_dispatcher->prev_err.code),PACKET,47,0,16,NONE,,,,,,,,地上局異常コマンドID,
,OBC.GS_CMD.LAST_ERR_STS,uint8_t,(uint8_t)(gs_command_dispatcher->prev_err.cmd_ret.exec_sts),PACKET,49,0,8,STATUS,,,,,,,0=SUC@@ 1=LEN@@ 2=PRM@@ 3=CNT@@ 4=NDF@@ 5=RUT@@ 6=FMT,地上局異常コマンド実行結果,
,OBC.GS_CMD.LAST_ERR_CODE,uint16_t,(uint16_t)(gs_command_dispatcher->prev_err.cmd_ret.err_code),PACKET,50,0,16,NONE,,,,,,,,地上局異常コマンド実行結果,
,OBC.TLC_GS.COUNTER,uint8_t,(uint8_t)(PH_tl_cmd_list[TLCD_ID_FROM_GS].executed_nodes_),PACKET,52,0,8,NONE,,,,,,,,TL0コマンドカウンタ,
,OBC.TLC_GS.QUEUED,uint8_t,(uint8_t)(PH_tl_cmd_list[TLCD_ID_FROM_GS].active_nodes_),PACKET,53,0,8,NONE,,,,,,,,TL0登録コマンド数,
,OBC.TLC_GS.LAST_EXEC_TIME,uint32_t,(uint32_t)timeline_command_dispatcher->dispatcher[TLCD_ID_FROM_GS].prev.time.total_cycle,PACKET,54,0,32,NONE,,,,,,,,最新TL0コマンド実行時刻,
,OBC.TLC_GS.LAST_EXEC_ID,uint16_t,(uint16_t)(timeline_command_dispatcher->dispatcher[TLCD_ID_FROM_GS].prev.code),PACKET,58,0,16,NONE,,,,,,,,最新TL0コマンドID,
,OBC.TLC_GS.LAST_EXEC_STS,uint8_t,(uint8_t)(timeline_command_dispatcher->dispatcher[TLCD_ID_FROM_GS].prev.cmd_ret.exec_sts),PACKET,60,0,8,STATUS,,,,,,,0=SUC@@ 1=LEN@@ 2=PRM@@ 3=CNT@@ 4=NDF@@ 5=RUT@@ 6=FMT,最新TL0コマンド実行結果,
,OBC.TLC_GS.LAST_ERR_TIME,uint32_t,(uint32_t)timeline_command_dispatcher->dispatcher[TLCD_ID_FROM_GS].prev_err.time.total_cycle,PACKET,61,0,32,NONE,,,,,,,,TL0異常コマンド実行時刻,
,OBC.TLC_GS.LAST_ERR_ID,uint16_t,(uint16_t)(timeline_command_dispatcher->dispatcher[TLCD_ID_FROM_GS].prev_err.code),PACKET,65,0,16,NONE,,,,,,,,TL0異常コマンドID,
,OBC.TLC_GS.LAST_ERR_STS,uint8_t,(uint8_t)(timeline_command_dispatcher->dispatcher[TLCD_ID_FROM_GS].prev_err.cmd_ret.exec_sts),PACKET,67,0,8,STATUS,,,,,,,0=SUC@@ 1=LEN@@ 2=PRM@@ 3=CNT@@ 4=NDF@@ 5=RUT@@ 6=FMT,TL0異常コマンド実行結果,
,OBC.TLC_GS.LAST_ERR_CODE,uint16_t,(uint16_t)(timeline_command_dispatcher->dispatcher[TLCD_ID_FROM_GS].prev_err.cmd_ret.err_code),PACKET,68,0,16,NONE,,,,,,,,TL0異常コマンド実行結果,
,OBC.TLC_GS.NEXT_TIME,uint32_t,(PL_is_empty(&(PH_tl_cmd_list[TLCD_ID_FROM_GS])) ? 0 : CCP_get_ti((const CommonCmdPacket*)(PL_get_head(&(PH_tl_cmd_list[TLCD_ID_FROM_GS]))->packet))),PACKET,70,0,32,NONE,,,,,,,,次TL0コマンド実行時刻,変数指定が大変なことに…
,OBC.TLC_GS.NEXT_ID,uint16_t,(uint16_t)(PL_is_empty(&(PH_tl_cmd_list[TLCD_ID_FROM_GS])) ? 0 : CCP_get_id((const CommonCmdPacket*)(PL_get_head(&(PH_tl_cmd_list[TLCD_ID_FROM_GS]))->packet))),PACKET,74,0,16,NONE,,,,,,,,次TL0コマンドID,変数指定が大変なことに…
,OBC.TLC_BC.COUNTER,uint8_t,(uint8_t)(PH_tl_cmd_list[TLCD_ID_DEPLOY_BC].executed_nodes_),PACKET,76,0,8,NONE,,,,,,,,TL1コマンドカウンタ,
,OBC.TLC_BC.QUEUED,uint8_t,(uint8_t)(PH_tl_cmd_list[TLCD_ID_DEPLOY_BC].active_nodes_),PACKET,77,0,8,NONE,,,,,,,,,
,OBC.TLC_TLM.COUNTER,uint8_t,(uint8_t)(PH_tl_cmd_list[TLCD_ID_DEPLOY_TLM].executed_nodes_),PACKET,78,0,8,NONE,,,,,,,,TL1コマンドカウンタ,
,OBC.TLC_TLM.QUEUED,uint8_t,(uint8_t)(PH_tl_cmd_list[TLCD_ID_DEPLOY_TLM].active_nodes_),PACKET,79,0,8,NONE,,,,,,,,,
,OBC.TLC_GS.SOE_FLAG,uint8_t,(uint8_t)(((uint8_t)timeline_command_dispatcher->dispatcher[TLCD_ID_FROM_GS].stop_on_error << 7 & 0x80) | ((uint8_t)timeline_command_dispatcher->dispatcher[TLCD_ID_FROM_GS].lockout << 6 & 0x40) | ((uint8_t)timeline_command_dispatcher->dispatcher[TLCD_ID_DEPLOY_BC].stop_on_error << 5 & 0x20) | ((uint8_t)timeline_command_dispatcher->dispatcher[TLCD_ID_DEPLOY_BC].lockout << 4 & 0x10) | ((uint8_t)timeline_command_dispatcher->dispatcher[TLCD_ID_DEPLOY_TLM].stop_on_error << 3 & 0x08) | ((uint8_t)timeline_command_dispatcher->dispatcher[TLCD_ID_DEPLOY_TLM].lockout << 2 & 0x04) | (0 << 2 & 0x02) | (0 << 2 & 0x01) ),PACKET,80,0,1,STATUS,,,,,,,0=DIS@@ 1=ENA:G,,
,OBC.TLC_GS.LOCKOUT_FLAG,,,PACKET,80,1,1,STATUS,,,,,,,0=NO:G@@ 1=YES:R,,
,OBC.TLC_BC.SOE_FLAG,,,PACKET,80,2,1,STATUS,,,,,,,0=DIS@@ 1=ENA:G,,
,OBC.TLC_BC.LOCKOUT_FLAG,,,PACKET,80,3,1,STATUS,,,,,,,0=NO:G@@ 1=YES:R,,
,OBC.TLC_TLM.SOE_FLAG,,,PACKET,80,4,1,STATUS,,,,,,,0=DIS@@ 1=ENA:G,,
,OBC.TLC_TLM.LOCKOUT_FLAG,,,PACKET,80,5,1,STATUS,,,,,,,0=NO:G@@ 1=YES:R,,
,OBC.TLC_TLM.DUMMY0,,,PACKET,80,6,2,STATUS,,,,,,,*=UNDEFINED,,
,OBC.EL.STATISTICS.RECORD_COUNTER_TOTAL,uint32_t,event_logger->statistics.record_counter_total,PACKET,81,0,32,NONE,,,,,,,,,
,OBC.EL.STATISTICS.RECORD_COUNTERS_HIGH,uint16_t,(uint16_t)event_logger->statistics.record_counters[EL_ERROR_LEVEL_HIGH],PACKET,85,0,16,NONE,,,,,,,,,データサイズ減らすためにu16
,OBC.EL.STATISTICS.RECORD_COUNTERS_LOW,uint16_t,(uint16_t)event_logger->statistics.record_counters[EL_ERROR_LEVEL_LOW],PACKET,87,0,16,NONE,,,,,,,,,データサイズ減らすためにu16
,OBC.EL.STATISTICS.RECORD_COUNTERS_EL,uint16_t,(uint16_t)event_logger->statistics.record_counters[EL_ERROR_LEVEL_EL],PACKET,89,0,16,NONE,,,,,,,,,データサイズ減らすためにu16
,OBC.EL.STATISTICS.RECORD_COUNTERS_EH,uint16_t,(uint16_t)event_logger->statistics.record_counters[EL_ERROR_LEVEL_EH],PACKET,91,0,16,NONE,,,,,,,,,データサイズ減らすためにu16
,OBC.EL.LATEST_EVENT.GROUP,uint8_t,(uint8_t)event_logger->latest_event.group,PACKET,93,0,8,NONE,,,,,,,,,
,OBC.EL.LATEST_EVENT.LOCAL,uint32_t,event_logger->latest_event.local,PACKET,94,0,32,NONE,,,,,,,,,
,OBC.EL.LATEST_EVENT.ERR_LEVEL,uint8_t,(uint8_t)event_logger->latest_event.err_level,PACKET,98,0,8,STATUS,,,,,,,0=HIGH@@ 1=LOW@@ 2=EL@@ 3=EH@@ *=N/A,,
,OBC.EL.LATEST_EVENT.TIME.TOTAL_CYCLE,uint32_t,event_logger->latest_event.time.total_cycle,PACKET,99,0,32,NONE,,,,,,,,,
,OBC.EL.LATEST_EVENT.TIME.STEP,uint8_t,(uint8_t)event_logger->latest_event.time.step,PACKET,103,0,8,NONE,,,,,,,,,
,OBC.EL.LATEST_HIGH_EVENT.GROUP,uint8_t,(uint8_t)EL_get_the_nth_tlog_from_the_latest(EL_ERROR_LEVEL_HIGH@@ 0)->group,PACKET,104,0,8,NONE,,,,,,,,,
,OBC.EL.LATEST_HIGH_EVENT.LOCAL,uint32_t,EL_get_the_nth_tlog_from_the_latest(EL_ERROR_LEVEL_HIGH@@ 0)->local,PACKET,105,0,32,NONE,,,,,,,,,
,OBC.EL.LATEST_HIGH_EVENT.TIME.TOTAL_CYCLE,uint32_t,EL_get_the_nth_tlog_from_the_latest(EL_ERROR_LEVEL_HIGH@@ 0)->time.total_cycle,PACKET,109,0,32,NONE,,,,,,,,,
,OBC.EL.LATEST_HIGH_EVENT.TIME.STEP,uint8_t,(uint8_t)EL_get_the_nth_tlog_from_the_latest(EL_ERROR_LEVEL_HIGH@@ 0)->time.step,PACKET,113,0,8,NONE,,,,,,,,,
,OBC.EL.LATEST_HIGH_EVENT.NOTE,uint32_t,EL_get_the_nth_tlog_from_the_latest(EL_ERROR_LEVEL_HIGH@@ 0)->note,PACKET,114,0,32,NONE,,,,,,,,,u8にしてもよい
,OBC.EH.LOG_TABLE.RESPOND_COUNTER,uint32_t,event_handler->log_table.respond_counter,PACKET,118,0,32,NONE,,,,,,,,,
,POWER.5V_SW_STATE_DUMMY1,uint8_t,(uint8_t)(power_switch_control->switch_state_5v_tlm.byte),PACKET,122,0,3,STATUS,,,,,,,*=UNDEFINED,,
,POWER.5V_SW_STATE.MTQ,,,PACKET,122,3,1,STATUS,,,,,,,0=OFF@@ 1=ON,MTQの電源状態,
,POWER.5V_SW_STATE.SS,,,PACKET,122,4,1,STATUS,,,,,,,0=OFF@@ 1=ON,nanoSSOC-D60の電源状態,
,POWER.5V_SW_STATE.FINE_MAG,,,PACKET,122,5,1,STATUS,,,,,,,0=OFF@@ 1=ON,RM3100の電源状態の電源状態,
,POWER.5V_SW_STATE.COARSE_GYRO_MAG,,,PACKET,122,6,1,STATUS,,,,,,,0=OFF@@ 1=ON,MPU9250の電源状態,
,POWER.5V_SW_STATE.POWER_SENSOR,,,PACKET,122,7,1,STATUS,,,,,,,0=OFF@@ 1=ON,INA260の電源状態,
,POWER.UNREG_SW_STATE.DUMMY2,uint8_t,(uint8_t)(power_switch_control->switch_state_unreg_tlm.byte),PACKET,123,0,2,STATUS,,,,,,,*=UNDEFINED,,
,POWER.UNREG_SW_STATE.RW_Z,,,PACKET,123,2,1,STATUS,,,,,,,0=OFF@@ 1=ON,RW Zの電源状態,
,POWER.UNREG_SW_STATE.RW_Y,,,PACKET,123,3,1,STATUS,,,,,,,0=OFF@@ 1=ON,RW Yの電源状態,
,POWER.UNREG_SW_STATE.RW_X,,,PACKET,123,4,1,STATUS,,,,,,,0=OFF@@ 1=ON,RW Xの電源状態,
,POWER.UNREG_SW_STATE.GPS_R,,,PACKET,123,5,1,STATUS,,,,,,,0=OFF@@ 1=ON,OEM7600の電源状態,
,POWER.UNREG_SW_STATE.STT,,,PACKET,123,6,1,STATUS,,,,,,,0=OFF@@ 1=ON,Sagittaの電源状態,
,POWER.UNREG_SW_STATE.FINE_GYRO,,,PACKET,123,7,1,STATUS,,,,,,,0=OFF@@ 1=ON,STIM210の電源状態,
,POWER.PIC.CURRENT_mA,int16_t,(int16_t)(ina260_driver[INA260_IDX_PIC]->info.current_raw),PACKET,124,0,16,POLY,0,1.25,,,,,,PIC電流値生値,
,POWER.PIC.VOLTAGE_V,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_PIC]->info.voltage_raw),PACKET,126,0,16,POLY,0,0.00125,,,,,,PIC電圧値生値,
,POWER.PIC.OC_LIMIT_mA,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_PIC]->info.oc_threshold_raw),PACKET,128,0,16,POLY,0,1.25,,,,,,PIC過電流検知閾値電流生値,
,POWER.FINE_GYRO.CURRENT_mA,int16_t,(int16_t)(ina260_driver[INA260_IDX_STIM210]->info.current_raw),PACKET,130,0,16,POLY,0,1.25,,,,,,STIM電流値生値,
,POWER.FINE_GYRO.VOLTAGE_V,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_STIM210]->info.voltage_raw),PACKET,132,0,16,POLY,0,0.00125,,,,,,STIM電圧値生値,
,POWER.FINE_GYRO.OC_LIMIT_mA,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_STIM210]->info.oc_threshold_raw),PACKET,134,0,16,POLY,0,1.25,,,,,,STIM過電流検知閾値電流生値,
,POWER.STT.CURRENT_mA,int16_t,(int16_t)(ina260_driver[INA260_IDX_SAGITTA]->info.current_raw),PACKET,136,0,16,POLY,0,1.25,,,,,,STT電流値生値,
,POWER.STT.VOLTAGE_V,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_SAGITTA]->info.voltage_raw),PACKET,138,0,16,POLY,0,0.00125,,,,,,STT電圧値生値,
,POWER.STT.OC_LIMIT_mA,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_SAGITTA]->info.oc_threshold_raw),PACKET,140,0,16,POLY,0,1.25,,,,,,STT過電流検知閾値電流生値,
,POWER.GPS_R.CURRENT_mA,int16_t,(int16_t)(ina260_driver[INA260_IDX_OEM7600]->info.current_raw),PACKET,142,0,16,POLY,0,1.25,,,,,,OEM電流値生値,
,POWER.GPS_R.VOLTAGE_V,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_OEM7600]->info.voltage_raw),PACKET,144,0,16,POLY,0,0.00125,,,,,,OEM電圧値生値,
,POWER.GPS_R.OC_LIMIT_mA,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_OEM7600]->info.oc_threshold_raw),PACKET,146,0,16,POLY,0,1.25,,,,,,OEM過電流検知閾値電流生値,
,POWER.FINE_MAG.CURRENT_mA,int16_t,(int16_t)(ina260_driver[INA260_IDX_RM3100]->info.current_raw),PACKET,148,0,16,POLY,0,1.25,,,,,,RM電流値生値,
,POWER.FINE_MAG.VOLTAGE_V,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_RM3100]->info.voltage_raw),PACKET,150,0,16,POLY,0,0.00125,,,,,,RM電圧値生値,
,POWER.FINE_MAG.OC_LIMIT_mA,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_RM3100]->info.oc_threshold_raw),PACKET,152,0,16,POLY,0,1.25,,,,,,RM過電流検知閾値電流生値,
,POWER.SS.CURRENT_mA,int16_t,(int16_t)(ina260_driver[INA260_IDX_NANOSSOC_D60]->info.current_raw),PACKET,154,0,16,POLY,0,1.25,,,,,,SS電流値生値,
,POWER.SS.VOLTAGE_V,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_NANOSSOC_D60]->info.voltage_raw),PACKET,156,0,16,POLY,0,0.00125,,,,,,SS電圧値生値,
,POWER.SS.OC_LIMIT_mA,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_NANOSSOC_D60]->info.oc_threshold_raw),PACKET,158,0,16,POLY,0,1.25,,,,,,SS過電流検知閾値電流生値,
,POWER.MTQ.CURRENT_mA,int16_t,(int16_t)(ina260_driver[INA260_IDX_MTQ]->info.current_raw),PACKET,160,0,16,POLY,0,1.25,,,,,,MTQ電流値生値,
,POWER.MTQ.VOLTAGE_V,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_MTQ]->info.voltage_raw),PACKET,162,0,16,POLY,0,0.00125,,,,,,MTQ電圧値生値,
,POWER.MTQ.OC_LIMIT_mA,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_MTQ]->info.oc_threshold_raw),PACKET,164,0,16,POLY,0,1.25,,,,,,MTQ過電流検知閾値電流生値,
,POWER.RWX.CURRENT_mA,int16_t,(int16_t)(ina260_driver[INA260_IDX_RW0003_X]->info.current_raw),PACKET,166,0,16,POLY,0,1.25,,,,,,RWX電流値生値,
,POWER.RWX.VOLTAGE_V,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_RW0003_X]->info.voltage_raw),PACKET,168,0,16,POLY,0,0.00125,,,,,,RWX電圧値生値,
,POWER.RWX.OC_LIMIT_mA,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_RW0003_X]->info.oc_threshold_raw),PACKET,170,0,16,POLY,0,1.25,,,,,,RWX過電流検知閾値電流生値,
,POWER.RWY.CURRENT_mA,int16_t,(int16_t)(ina260_driver[INA260_IDX_RW0003_Y]->info.current_raw),PACKET,172,0,16,POLY,0,1.25,,,,,,RWY電流値生値,
,POWER.RWY.VOLTAGE_V,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_RW0003_Y]->info.voltage_raw),PACKET,174,0,16,POLY,0,0.00125,,,,,,RWY電圧値生値,
,POWER.RWY.OC_LIMIT_mA,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_RW0003_Y]->info.oc_threshold_raw),PACKET,176,0,16,POLY,0,1.25,,,,,,RWY過電流検知閾値電流生値,
,POWER.RWZ.CURRENT_mA,int16_t,(int16_t)(ina260_driver[INA260_IDX_RW0003_Z]->info.current_raw),PACKET,178,0,16,POLY,0,1.25,,,,,,RWZ電流値生値,
,POWER.RWZ.VOLTAGE_V,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_RW0003_Z]->info.voltage_raw),PACKET,180,0,16,POLY,0,0.00125,,,,,,RWZ電圧値生値,
,POWER.RWZ.OC_LIMIT_mA,uint16_t,(uint16_t)(ina260_driver[INA260_IDX_RW0003_Z]->info.oc_threshold_raw),PACKET,182,0,16,POLY,0,1.25,,,,,,RWZ過電流検知閾値電流生値,
,THERMAL.PIC_TEMPERATURE_DEGC,float,(float)(thermo_sensor->temperature_degC[APP_TSNS_IDX_PIC]),PACKET,184,0,32,NONE,,,,,,,,PIC付近に搭載した温度計温度 [degC],
,THERMAL.RW_DCDC_TEMPERATURE_DEGC,float,(float)(thermo_sensor->temperature_degC[APP_TSNS_IDX_RW_DCDC]),PACKET,188,0,32,NONE,,,,,,,,RW DCDC付近に搭載した温度計温度 [degC],
,THERMAL.ROUGH_GYRO_MAG_TEMPERATURE_DEG,float,(float)(mpu9250_driver[MPU9250_IDX_ON_AOBC]->info.temperature_degC),PACKET,192,0,32,NONE,,,,,,,,AOBC搭載MPU9250での温度測定値,
,THERMAL.FINE_GYRO_TEMPERATURE_X_DEGC,float,(float)(stim210_driver[STIM210_IDX_IN_UNIT]->info.temperature_compo_degC[0]),PACKET,196,0,32,NONE,,,,,,,,STIM210での温度測定値（コンポ座標X軸）,
,THERMAL.FINE_GYRO_TEMPERATURE_Y_DEGC,float,(float)(stim210_driver[STIM210_IDX_IN_UNIT]->info.temperature_compo_degC[1]),PACKET,200,0,32,NONE,,,,,,,,STIM210での温度測定値（コンポ座標Y軸）,
,THERMAL.FINE_GYRO_TEMPERATURE_Z_DEGC,float,(float)(stim210_driver[STIM210_IDX_IN_UNIT]->info.temperature_compo_degC[2]),PACKET,204,0,32,NONE,,,,,,,,STIM210での温度測定値（コンポ座標Z軸）,
,THERMAL.STT_TEMPERATURE_MCU_DEGC,float,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.temperature_mcu_degC),PACKET,208,0,32,NONE,,,,,,,,SagittaのMCU温度,
,THERMAL.STT_TEMPERATURE_FPGA_DEGC,float,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.temperature_fpga_degC),PACKET,212,0,32,NONE,,,,,,,,SagittaのCMOS温度,
,THERMAL.RWX_TEMPERATURE_DEGC,float,(float)(rw0003_driver[RW0003_IDX_ON_X]->info.temperature_degC),PACKET,216,0,32,NONE,,,,,,,,RW0003_Xの温度,
,THERMAL.RWY_TEMPERATURE_DEGC,float,(float)(rw0003_driver[RW0003_IDX_ON_Y]->info.temperature_degC),PACKET,220,0,32,NONE,,,,,,,,RW0003_Yの温度,
,THERMAL.RWZ_TEMPERATURE_DEGC,float,(float)(rw0003_driver[RW0003_IDX_ON_Z]->info.temperature_degC),PACKET,224,0,32,NONE,,,,,,,,RW0003_Zの温度,
,THERMAL.GPSR_TEMPERATURE_DEGC,float,(float)(oem7600_driver[OEM7600_IDX_IN_UNIT]->info.hardware_status.temperature_degC),PACKET,228,0,32,NONE,,,,,,,,GPS-Rの温度,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
